dataset_label;link_immometrica;ort;adresse;titel;preis;wohnflaeche;roi_s;tage_online;agent_decision;agent_klasse;score_vor_malus;agent_liquiditaets_malus;score_final;exclusion_reason;risk_level;next_step;audit_kategorie;audit_liquiditaets_malus;manual_review_required;manual_review_reason;validation_result
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/21019841;Leipzig;Außenring 32, 04158 Leipzig;INVESTIEREN SIE CLEVER // Über 4,54 % Rendite // 2 Zimmer mit Balkon, Einbauküche und TG-Stellplatz;127000;58.2;5.3;630;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;61;-30;31;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/21196112;Leipzig;Scheumannstr. 6, 04347 Leipzig;Dachgeschosswohnung im denkmalgeschützten MFH in Schönefeld;148200;59.9;4.2;611;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;54;-30;24;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/21230610;Böhlitz-Ehrenberg;Leipziger Str. 113, 04178 Leipzig (Böhlitz-Ehrenberg);Nette Mieter seit 1996 - Preis inkl. TG-Stellplatz - sehr gute Infrastruktur - gepflegte 2-Raum-WE mit Balkon, Aufzug und Tiefgarage;122000;56.3;5.6;610;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;55;-30;25;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/21353310;Leipzig;Maulwurfweg 3, 04329 Leipzig;Schöne Eigentumswohnung in gefragter Wohnlage mit Balkon / Tiefgarage und Parkanlage;99000;44.3;5.7;598;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;57;-30;27;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/21493807;Anger-Crottendorf;Herrnhuter Str. 7, 04318 Anger-Crottendorf, Leipzig;Leipzig. Kapitalanlage. Charmante Zwei-Zimmerwohnung mit Balkon.;119000;52.55;4.9;583;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;52;-30;22;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/21636567;Leipzig;Melanchthonstraße 4, 04315 Neustadt-Neuschönefeld, Leipzig;Hochwertig sanierte 2-Zimmerwohnung mit Balkon;149000;45;4.1;568;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;55;-30;25;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/21638729;Stötteritz;04299 Leipzig (Stötteritz);+++KAPITALANLAGE+++VERMIETET+++BELIEBTES VIERTEL+++2-ZIMMER-WHG+++BALKON+++KELLER+++TOP GRUNDRISS+++BEGRÜNTER INNENHOF+++PARK+++;139000;52;4.7;568;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;52;-30;22;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/21876611;Leipzig;Püchauer Str. 5, 04318 Leipzig;2005 kernsanierte 2 Zimmer mit Altbau-Charme und Westbalkon ++ Beliebte Lage;136000;59.03;4.5;538;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;48;-30;18;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/21917485;Heiterblick;04329 Leipzig - Paunsdorf 04329 Leipzig - Paunsdorf;Schöne Eigentumswohnung in gefragter Wohnlage mit Balkon / Tiefgarage und Parkanlage;99000;44.26;4.7;534;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;50;-30;20;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/22353449;Anger-Crottendorf;04318 Leipzig - Sellerhausen-Stünz 04318 Leipzig - Sellerhausen-Stünz;Altbauflair & Sonnenbalkon – Sehr gepflegte 2-Zimmer-Wohnung im sanierten Denkmal;125000;53.48;4.6;497;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;50;-30;20;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/22432315;Großzschocher;Buttergasse 10a, 04249 Großzschocher, Leipzig;* schicke ETW * am grünen Gürtel * Balkon * Außenrollos * TG-Stellplatz *;135000;66.5;5.7;489;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;63;-30;33;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/22457594;Paunsdorf;04328 Paunsdorf, Leipzig;Paunsdorf - Verkauf einer ansprechenden 2-Raumwohnung mit Balkon & Tageslichtbad in ruhiger Lage;146000;56.1;4;486;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;46;-30;16;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/22621360;Großzschocher;Buttergasse 10a, 04249 Großzschocher, Leipzig;* ETW * vermietet * Balkon * Außenrollos * TG-Stellplatz *;95000;42.1;5.3;471;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;59;-30;29;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/22706475;Volkmarsdorf;Kapellenstraße 18, 04315 Neustadt-Neuschönefeld, Leipzig;moderne 2-Raum Wohnung im sanierten Altbau;138000;49;4.2;463;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;45;-30;15;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/22736222;Möckern;Toskastr. 10 d, 04159 Leipzig (Möckern);TOP Apartment mit Weitblick - EBK, Balkon, inkl. TG-Stellplatz, vermietet;94500;44.1;5.3;461;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;61;-30;31;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/22834954;Leipzig;Bischofstr. 25, 04179 Leipzig;Attraktive Kapitalanlage: 1-Zimmer-Wohnung mit Balkon & Stellplatz – 4,33 % Rendite;65000;30;6.4;454;NUR MIT RÜCKFRAGEN;❌ AUSSCHLIESSEN;58;-30;28;Altinserat-Renditefalle / stark prüfen;🟡 PRÜFEN;Vor Besichtigung Sonderumlage, WEG, Rücklage, Mietvertrag prüfen;Altinserat-Renditefalle: hohe ROI, aber sehr lange online;-30;True;stale_high_roi_risk;EXCLUSION_SUPPORTED_BY_STALE_HIGH_ROI_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/22862595;Lausen-Grünau;An der Kotsche 27, 04207 Lausen-Grünau, Leipzig;!!!! Endlich !!! ZWEI-ZIMMER WOHNUNG IN LEIPZIG-GRÜNAU;115000;48;4.2;451;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;57;-30;27;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/22862971;Lausen-Grünau;An der Kotsche 25, 04207 Lausen-Grünau, Leipzig;Nahe wohnen am Urlaubsparadies- Kulkwitzer See !!;120000;48;4;451;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;56;-30;26;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/23142126;Wahren;Toskastr. 10 d, 04159 Möckern, Leipzig;TOP Apartment mit Weitblick - EBK, Balkon, inkl. TG-Stellplatz, vermietet;94500;44.07;5.7;422;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;61;-30;31;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/23627173;Thekla;Tauchaer Straße 79, 04349 Thekla, Leipzig;Schöne Lage im Leipziger Norden - Eigentumswohnung zu verkaufen;150000;59.96;4.7;374;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;53;-30;23;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/23662818;Neulindenau;Gröpplerstraße 100 B, 04179 Neulindenau, Leipzig;**Einzigartiges Loft in ehem. Druckerei – Denkmalgeschützte ETW mit Balkon und STP**;143000;57.43;4.8;371;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;50;-30;20;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/23721913;Leipzig;Georg-Schwarz-Str. 60, 04177 Leipzig;Gepflegte 2-Zimmer-Wohnung mit Balkon in Lindenau - vermietet;129000;55.4;4.8;365;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;46;-30;16;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/23814618;Wiederitzsch;04158 Wiederitzsch, Leipzig;RENDITE VON 4,54 % SICHERN | 2 Zimmer mit Balkon, Einbauküche und TG-Stellplatz;127000;58.17;5.4;356;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;61;-30;31;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/23928970;Mölkau;04316 Leipzig (Mölkau);Vermietete 1-Raum-Eigentumswohnung mit Balkon, Lift und Stellplatz;68000;29;6.1;344;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;46;-30;16;Wohnfläche < 30 m²;🔴 BLOCKER;"Nicht weiterverfolgen; Hard Filter dokumentieren";Altinserat-Renditefalle: hohe ROI, aber sehr lange online;-30;True;stale_high_roi_risk;EXCLUSION_SUPPORTED_BY_STALE_HIGH_ROI_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/23934267;Böhlitz-Ehrenberg;Heinrich-Heine-Str. 76, 04178 Leipzig Böhlitz-Ehrenberg;Vermietete 1 Zi-WE mit TG-Stellplatz zu verkaufen;66000;31.64;6.6;344;NUR MIT RÜCKFRAGEN;❌ AUSSCHLIESSEN;56;-30;26;Altinserat-Renditefalle / stark prüfen;🟡 PRÜFEN;Vor Besichtigung Sonderumlage, WEG, Rücklage, Mietvertrag prüfen;Altinserat-Renditefalle: hohe ROI, aber sehr lange online;-30;True;stale_high_roi_risk;EXCLUSION_SUPPORTED_BY_STALE_HIGH_ROI_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24001439;Leipzig;Hermelinstr. 4, 04329 Leipzig;Investieren mit Substanz in Leipzig: Vermietete 2-Zimmer-Wohnung;149750;63.05;4.8;338;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;60;-30;30;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24032094;Leipzig;Hauptstr. 48C, 04288 Leipzig;Ruhiges Wohnen mit Blick ins Grüne – 2-Zimmer-Wohnung mit großer Terrasse und Tiefgaragenstellplatz;120000;65.41;6;335;NUR MIT RÜCKFRAGEN;❌ AUSSCHLIESSEN;69;-30;39;Altinserat-Renditefalle / stark prüfen;🟡 PRÜFEN;Vor Besichtigung Sonderumlage, WEG, Rücklage, Mietvertrag prüfen;Altinserat-Renditefalle: hohe ROI, aber sehr lange online;-30;True;stale_high_roi_risk;EXCLUSION_SUPPORTED_BY_STALE_HIGH_ROI_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24140917;Leipzig;Engelsdorfer Str. 140, 04316 Leipzig;Sonnige Aussichten im 2. Stock: Gepflegte 2-Zimmer-Wohnung mit Südbalkon;138000;58;5;324;AUSSCHLIESSEN;❌ AUSSCHLIESSEN;52;-30;22;Score final <55 nach Liquiditäts-Malus/Risiko;🟡 PRÜFEN;Nur bei Preisnachlass oder neuen Unterlagen erneut prüfen;Altinserat-Risiko: sehr lange online;-30;True;stale_listing_risk;EXCLUSION_SUPPORTED_BY_STALE_LISTING_RISK
20260702_offers_Leipzig.csv;https://www.immometrica.com/de/offer/24200892;Knautkleeberg-Knauthain;04249 Leipzig;ERSTKLASSIGE RENDITE FÜR IHR PORTFOLIO! // Vermietete 2-Raum-Wohnung mit Terrasse;130000;64.78;6;317;NUR MIT RÜCKFRAGEN;❌ AUSSCHLIESSEN;59;-30;29;Altinserat-Renditefalle / stark prüfen;🟡 PRÜFEN;Vor Besichtigung Sonderumlage, WEG, Rücklage, Mietvertrag prüfen;Altinserat-Renditefalle: hohe ROI, aber sehr lange online;-30;True;stale_high_roi_risk;EXCLUSION_SUPPORTED_BY_STALE_HIGH_ROI_RISK
